Area,Item,Year,hect,average_rain_fall_mm_per_year,avg_temp,hg/ha_yield
Brazil,Sweet potatoes,2012,5164625,1761,27.34,121926
Brazil,Sweet potatoes,2012,5164625,1761,19.72,121926
Brazil,Sweet potatoes,2012,5164625,1761,26.13,121926
Brazil,Sweet potatoes,2012,5164625,1761,24.84,121926
Brazil,Sweet potatoes,2012,5164625,1761,25.65,121926
Brazil,Wheat,2012,4931000,1761,22.16,23100
Brazil,Wheat,2012,4931000,1761,21.02,23100
Brazil,Wheat,2012,4931000,1761,18.8,23100
Brazil,Wheat,2012,4931000,1761,18.8,23100
Brazil,Wheat,2012,4931000,1761,28.21,23100
Brazil,Wheat,2012,4931000,1761,21.02,23100
Brazil,Wheat,2012,4931000,1761,27.34,23100
Brazil,Wheat,2012,4931000,1761,19.72,23100
Brazil,Wheat,2012,4931000,1761,26.13,23100
Brazil,Wheat,2012,4931000,1761,24.84,23100
Brazil,Wheat,2012,4931000,1761,25.65,23100
Brazil,Yams,2012,9235000,1761,22.16,97619
Brazil,Yams,2012,9235000,1761,21.02,97619
Brazil,Yams,2012,9235000,1761,18.8,97619
Brazil,Yams,2012,9235000,1761,18.8,97619
Brazil,Yams,2012,9235000,1761,28.21,97619
Brazil,Yams,2012,9235000,1761,21.02,97619
Brazil,Yams,2012,9235000,1761,27.34,97619
Brazil,Yams,2012,9235000,1761,19.72,97619
Brazil,Yams,2012,9235000,1761,26.13,97619
Brazil,Yams,2012,9235000,1761,24.84,97619
Brazil,Yams,2012,9235000,1761,25.65,97619
Brazil,Cassava,2013,5209000,1761,21.59,140795
Brazil,Cassava,2013,5209000,1761,20.07,140795
Brazil,Cassava,2013,5209000,1761,17.57,140795
Brazil,Cassava,2013,5209000,1761,17.57,140795
Brazil,Cassava,2013,5209000,1761,27.71,140795
Brazil,Cassava,2013,5209000,1761,20.07,140795
Brazil,Cassava,2013,5209000,1761,27.11,140795
Brazil,Cassava,2013,5209000,1761,17.84,140795
Brazil,Cassava,2013,5209000,1761,26.4,140795
Brazil,Cassava,2013,5209000,1761,25.19,140795
Brazil,Cassava,2013,5209000,1761,26.14,140795
Brazil,Maize,2013,5604000,1761,21.59,52536
Brazil,Maize,2013,5604000,1761,20.07,52536
Brazil,Maize,2013,5604000,1761,17.57,52536
Brazil,Maize,2013,5604000,1761,17.57,52536
Brazil,Maize,2013,5604000,1761,27.71,52536
Brazil,Maize,2013,5604000,1761,20.07,52536
Brazil,Maize,2013,5604000,1761,27.11,52536
Brazil,Maize,2013,5604000,1761,17.84,52536
Brazil,Maize,2013,5604000,1761,26.4,52536
Brazil,Maize,2013,5604000,1761,25.19,52536
Brazil,Maize,2013,5604000,1761,26.14,52536
Brazil,Potatoes,2013,2300000,1761,21.59,277517
Brazil,Potatoes,2013,2300000,1761,20.07,277517
Brazil,Potatoes,2013,2300000,1761,17.57,277517
Brazil,Potatoes,2013,2300000,1761,17.57,277517
Brazil,Potatoes,2013,2300000,1761,27.71,277517
Brazil,Potatoes,2013,2300000,1761,20.07,277517
Brazil,Potatoes,2013,2300000,1761,27.11,277517
Brazil,Potatoes,2013,2300000,1761,17.84,277517
Brazil,Potatoes,2013,2300000,1761,26.4,277517
Brazil,Potatoes,2013,2300000,1761,25.19,277517
Brazil,Potatoes,2013,2300000,1761,26.14,277517
Brazil,"Rice, paddy",2013,1230000,1761,21.59,50071
Brazil,"Rice, paddy",2013,1230000,1761,20.07,50071
Brazil,"Rice, paddy",2013,1230000,1761,17.57,50071
Brazil,"Rice, paddy",2013,1230000,1761,17.57,50071
Brazil,"Rice, paddy",2013,1230000,1761,27.71,50071
Brazil,"Rice, paddy",2013,1230000,1761,20.07,50071
Brazil,"Rice, paddy",2013,1230000,1761,27.11,50071
Brazil,"Rice, paddy",2013,1230000,1761,17.84,50071
Brazil,"Rice, paddy",2013,1230000,1761,26.4,50071
Brazil,"Rice, paddy",2013,1230000,1761,25.19,50071
Brazil,"Rice, paddy",2013,1230000,1761,26.14,50071
Brazil,Sorghum,2013,10129250,1761,21.59,26817
Brazil,Sorghum,2013,10129250,1761,20.07,26817
Brazil,Sorghum,2013,10129250,1761,17.57,26817
Brazil,Sorghum,2013,10129250,1761,17.57,26817
Brazil,Sorghum,2013,10129250,1761,27.71,26817
Brazil,Sorghum,2013,10129250,1761,20.07,26817
Brazil,Sorghum,2013,10129250,1761,27.11,26817
Brazil,Sorghum,2013,10129250,1761,17.84,26817
Brazil,Sorghum,2013,10129250,1761,26.4,26817
Brazil,Sorghum,2013,10129250,1761,25.19,26817
Brazil,Sorghum,2013,10129250,1761,26.14,26817
Brazil,Soybeans,2013,2709000,1761,21.59,29285
Brazil,Soybeans,2013,2709000,1761,20.07,29285
Brazil,Soybeans,2013,2709000,1761,17.57,29285
Brazil,Soybeans,2013,2709000,1761,17.57,29285
Brazil,Soybeans,2013,2709000,1761,27.71,29285
Brazil,Soybeans,2013,2709000,1761,20.07,29285
Brazil,Soybeans,2013,2709000,1761,27.11,29285
Brazil,Soybeans,2013,2709000,1761,17.84,29285
Brazil,Soybeans,2013,2709000,1761,26.4,29285
Brazil,Soybeans,2013,2709000,1761,25.19,29285
Brazil,Soybeans,2013,2709000,1761,26.14,29285
Brazil,Sweet potatoes,2013,5164625,1761,21.59,130913
Brazil,Sweet potatoes,2013,5164625,1761,20.07,130913
Brazil,Sweet potatoes,2013,5164625,1761,17.57,130913
Brazil,Sweet potatoes,2013,5164625,1761,17.57,130913
Brazil,Sweet potatoes,2013,5164625,1761,27.71,130913
Brazil,Sweet potatoes,2013,5164625,1761,20.07,130913
Brazil,Sweet potatoes,2013,5164625,1761,27.11,130913
Brazil,Sweet potatoes,2013,5164625,1761,17.84,130913
Brazil,Sweet potatoes,2013,5164625,1761,26.4,130913
Brazil,Sweet potatoes,2013,5164625,1761,25.19,130913
Brazil,Sweet potatoes,2013,5164625,1761,26.14,130913
Brazil,Wheat,2013,4931000,1761,21.59,27491
Brazil,Wheat,2013,4931000,1761,20.07,27491
Brazil,Wheat,2013,4931000,1761,17.57,27491
Brazil,Wheat,2013,4931000,1761,17.57,27491
Brazil,Wheat,2013,4931000,1761,27.71,27491
Brazil,Wheat,2013,4931000,1761,20.07,27491
Brazil,Wheat,2013,4931000,1761,27.11,27491
Brazil,Wheat,2013,4931000,1761,17.84,27491
Brazil,Wheat,2013,4931000,1761,26.4,27491
Brazil,Wheat,2013,4931000,1761,25.19,27491
Brazil,Wheat,2013,4931000,1761,26.14,27491
Brazil,Yams,2013,9235000,1761,21.59,96078
Brazil,Yams,2013,9235000,1761,20.07,96078
Brazil,Yams,2013,9235000,1761,17.57,96078
Brazil,Yams,2013,9235000,1761,17.57,96078
Brazil,Yams,2013,9235000,1761,27.71,96078
Brazil,Yams,2013,9235000,1761,20.07,96078
Brazil,Yams,2013,9235000,1761,27.11,96078
Brazil,Yams,2013,9235000,1761,17.84,96078
Brazil,Yams,2013,9235000,1761,26.4,96078
Brazil,Yams,2013,9235000,1761,25.19,96078
Brazil,Yams,2013,9235000,1761,26.14,96078
Bulgaria,Maize,1985,520000,608,8.46,31027
Bulgaria,Potatoes,1985,890000,608,8.46,110274
Bulgaria,"Rice, paddy",1985,389000,608,8.46,42464
Bulgaria,Soybeans,1985,423000,608,8.46,5190
Bulgaria,Wheat,1985,1300000,608,8.46,28749
Bulgaria,Maize,1986,520000,608,8.74,49599
Bulgaria,Potatoes,1986,890000,608,8.74,124355
Bulgaria,"Rice, paddy",1986,389000,608,8.74,47064
Bulgaria,Soybeans,1986,423000,608,8.74,10505
Bulgaria,Wheat,1986,1300000,608,8.74,38399
Bulgaria,Maize,1987,520000,608,8.64,37370
Bulgaria,Potatoes,1987,890000,608,8.64,86430
Bulgaria,"Rice, paddy",1987,389000,608,8.64,37475
Bulgaria,Soybeans,1987,423000,608,8.64,9152
Bulgaria,Wheat,1987,1300000,608,8.64,38221
Bulgaria,Maize,1989,520000,608,9.03,40221
Bulgaria,Potatoes,1989,890000,608,9.03,137617
Bulgaria,"Rice, paddy",1989,389000,608,9.03,31315
Bulgaria,Soybeans,1989,423000,608,9.03,10017
Bulgaria,Wheat,1989,1300000,608,9.03,47661
Bulgaria,Maize,1990,520000,608,9.51,28771
Bulgaria,Potatoes,1990,890000,608,9.51,104986
Bulgaria,"Rice, paddy",1990,389000,608,9.51,23785
Bulgaria,Sorghum,1990,1200000,608,9.51,17778
Bulgaria,Soybeans,1990,423000,608,9.51,8830
Bulgaria,Wheat,1990,1300000,608,9.51,45514
Bulgaria,Maize,1991,520000,608,8.14,49551
Bulgaria,Potatoes,1991,890000,608,8.14,117017
Bulgaria,"Rice, paddy",1991,389000,608,8.14,25397
Bulgaria,Sorghum,1991,1200000,608,8.14,17897
Bulgaria,Soybeans,1991,423000,608,8.14,18800
Bulgaria,Wheat,1991,1300000,608,8.14,37480
Bulgaria,Maize,1992,520000,608,9.07,28128
Bulgaria,Potatoes,1992,890000,608,9.07,118262
Bulgaria,"Rice, paddy",1992,389000,608,9.07,32042
Bulgaria,Sorghum,1992,1200000,608,9.07,17965
Bulgaria,Soybeans,1992,423000,608,9.07,8070
Bulgaria,Wheat,1992,1300000,608,9.07,31071
Bulgaria,Maize,1993,520000,608,9,18609
Bulgaria,Potatoes,1993,890000,608,9,90807
Bulgaria,"Rice, paddy",1993,389000,608,9,34761
Bulgaria,Sorghum,1993,1200000,608,9,17297
Bulgaria,Soybeans,1993,423000,608,9,6742
Bulgaria,Wheat,1993,1300000,608,9,28580
Bulgaria,Maize,1994,520000,608,10.23,28056
Bulgaria,Potatoes,1994,890000,608,10.23,105070
Bulgaria,"Rice, paddy",1994,389000,608,10.23,37195
Bulgaria,Sorghum,1994,1200000,608,10.23,17368
Bulgaria,Soybeans,1994,423000,608,10.23,9402
Bulgaria,Wheat,1994,1300000,608,10.23,28447
Bulgaria,Maize,1995,520000,608,8.69,38237
Bulgaria,Potatoes,1995,890000,608,8.69,116617
Bulgaria,"Rice, paddy",1995,389000,608,8.69,36116
Bulgaria,Sorghum,1995,1200000,608,8.69,14583
Bulgaria,Soybeans,1995,423000,608,8.69,9043
Bulgaria,Wheat,1995,1300000,608,8.69,29085
Bulgaria,Maize,1996,520000,608,8.44,21810
Bulgaria,Potatoes,1996,890000,608,8.44,80623
Bulgaria,"Rice, paddy",1996,389000,608,8.44,33891
Bulgaria,Sorghum,1996,1200000,608,8.44,13158
Bulgaria,Soybeans,1996,423000,608,8.44,5742
Bulgaria,Wheat,1996,1300000,608,8.44,18818
Bulgaria,Maize,1997,520000,608,8.26,35782
Bulgaria,Potatoes,1997,890000,608,8.26,104537
Bulgaria,"Rice, paddy",1997,389000,608,8.26,29871
Bulgaria,Sorghum,1997,1200000,608,8.26,25429
Bulgaria,Soybeans,1997,423000,608,8.26,9750
Bulgaria,Wheat,1997,1300000,608,8.26,29502
Bulgaria,Maize,1998,520000,608,9.16,27318
Bulgaria,Potatoes,1998,890000,608,9.16,94041
Bulgaria,"Rice, paddy",1998,389000,608,9.16,31467
Bulgaria,Sorghum,1998,1200000,608,9.16,23235
Bulgaria,Soybeans,1998,423000,608,9.16,5379
Bulgaria,Wheat,1998,1300000,608,9.16,28058
Bulgaria,Maize,1999,520000,608,9.67,38239
Bulgaria,Potatoes,1999,890000,608,9.67,108475
Bulgaria,"Rice, paddy",1999,389000,608,9.67,49400
Bulgaria,Sorghum,1999,1200000,608,9.67,27500
Bulgaria,Soybeans,1999,423000,608,9.67,8333
Bulgaria,Wheat,1999,1300000,608,9.67,27352
Bulgaria,Maize,2000,520000,608,9.9,17239
Bulgaria,Potatoes,2000,890000,608,9.9,75262
Bulgaria,"Rice, paddy",2000,389000,608,9.9,47001
Bulgaria,Sorghum,2000,1200000,608,9.9,20732
Bulgaria,Soybeans,2000,423000,608,9.9,6667
Bulgaria,Wheat,2000,1300000,608,9.9,28421
Bulgaria,Maize,2001,520000,608,9.55,24713
Bulgaria,Potatoes,2001,890000,608,9.55,123921
Bulgaria,"Rice, paddy",2001,389000,608,9.55,48001
Bulgaria,Sorghum,2001,1200000,608,9.55,20698
Bulgaria,Soybeans,2001,423000,608,9.55,10000
Bulgaria,Wheat,2001,1300000,608,9.55,30081
Bulgaria,Maize,2002,520000,608,9.6,42364
Bulgaria,Potatoes,2002,890000,608,9.6,120894
Bulgaria,"Rice, paddy",2002,389000,608,9.6,43099
Bulgaria,Sorghum,2002,1200000,608,9.6,21044
Bulgaria,Soybeans,2002,423000,608,9.6,14299
Bulgaria,Wheat,2002,1300000,608,9.6,30123
Bulgaria,Maize,2004,520000,608,9.18,55400
Bulgaria,Potatoes,2004,890000,608,9.18,186855
Bulgaria,"Rice, paddy",2004,389000,608,9.18,49596
Bulgaria,Sorghum,2004,1200000,608,9.18,20997
Bulgaria,Soybeans,2004,423000,608,9.18,18768
Bulgaria,Wheat,2004,1300000,608,9.18,38100
Bulgaria,Maize,2005,520000,608,8.58,53085
Bulgaria,Potatoes,2005,890000,608,8.58,156448
Bulgaria,"Rice, paddy",2005,389000,608,8.58,44801
Bulgaria,Sorghum,2005,1200000,608,8.58,20400
Bulgaria,Soybeans,2005,423000,608,8.58,22239
Bulgaria,Wheat,2005,1300000,608,8.58,31567
Bulgaria,Maize,2006,520000,608,9.08,45328
Bulgaria,Potatoes,2006,890000,608,9.08,157758
Bulgaria,"Rice, paddy",2006,389000,608,9.08,44080
Bulgaria,Sorghum,2006,1200000,608,9.08,22752
Bulgaria,Soybeans,2006,423000,608,9.08,15568
Bulgaria,Wheat,2006,1300000,608,9.08,34026
Bulgaria,Maize,2007,520000,608,10.23,61244
Bulgaria,Potatoes,2007,890000,608,10.23,133197
Bulgaria,"Rice, paddy",2007,389000,608,10.23,46447
Bulgaria,Sorghum,2007,1200000,608,10.23,11108
Bulgaria,Soybeans,2007,423000,608,10.23,6018
Bulgaria,Wheat,2007,1300000,608,10.23,21973
Bulgaria,Maize,2008,520000,608,9.9,41548
Bulgaria,Potatoes,2008,890000,608,9.9,162618
Bulgaria,"Rice, paddy",2008,389000,608,9.9,49621
Bulgaria,Sorghum,2008,1200000,608,9.9,19316
Bulgaria,Soybeans,2008,423000,608,9.9,13358
Bulgaria,Wheat,2008,1300000,608,9.9,41674
Bulgaria,Maize,2009,520000,608,9.74,47071
Bulgaria,Potatoes,2009,890000,608,9.74,165508
Bulgaria,"Rice, paddy",2009,389000,608,9.74,52263
Bulgaria,Sorghum,2009,1200000,608,9.74,24836
Bulgaria,Soybeans,2009,423000,608,9.74,9662
Bulgaria,Wheat,2009,1300000,608,9.74,31873
Bulgaria,Maize,2010,520000,608,9.65,62512
Bulgaria,Potatoes,2010,890000,608,9.65,181967
Bulgaria,"Rice, paddy",2010,389000,608,9.65,47952
Bulgaria,Sorghum,2010,1200000,608,9.65,24314
Bulgaria,Soybeans,2010,423000,608,9.65,22717
Bulgaria,Wheat,2010,1300000,608,9.65,36185
Bulgaria,Maize,2011,520000,608,9.17,55310
Bulgaria,Potatoes,2011,890000,608,9.17,143236
Bulgaria,"Rice, paddy",2011,389000,608,9.17,50563
Bulgaria,Sorghum,2011,1200000,608,9.17,19536
Bulgaria,Soybeans,2011,423000,608,9.17,11565
Bulgaria,Wheat,2011,1300000,608,9.17,39197
Bulgaria,Maize,2012,520000,608,9.99,36800
Bulgaria,Potatoes,2012,890000,608,9.99,101515
Bulgaria,"Rice, paddy",2012,389000,608,9.99,55605
Bulgaria,Sorghum,2012,1200000,608,9.99,20205
Bulgaria,Soybeans,2012,423000,608,9.99,7903
Bulgaria,Wheat,2012,1300000,608,9.99,37596
Bulgaria,Maize,2013,520000,608,11.26,63943
Bulgaria,Potatoes,2013,890000,608,11.26,146125
Bulgaria,"Rice, paddy",2013,389000,608,11.26,54945
Bulgaria,Sorghum,2013,1200000,608,11.26,26792
Bulgaria,Soybeans,2013,423000,608,11.26,17976
Bulgaria,Wheat,2013,1300000,608,11.26,41885
Burkina Faso,Cassava,1985,300000,748,28.42,82894
Burkina Faso,Maize,1985,600000,748,28.42,9910
Burkina Faso,Potatoes,1985,1300000,748,28.42,62158
Burkina Faso,"Rice, paddy",1985,700000,748,28.42,18144
Burkina Faso,Sorghum,1985,1050000,748,28.42,7407
Burkina Faso,Soybeans,1985,800000,748,28.42,7356
Burkina Faso,Sweet potatoes,1985,950000,748,28.42,82936
Burkina Faso,Yams,1985,300000,748,28.42,89165
Burkina Faso,Cassava,1986,300000,748,28.25,64507
Burkina Faso,Maize,1986,600000,748,28.25,9388
Burkina Faso,Potatoes,1986,1300000,748,28.25,61253
Burkina Faso,"Rice, paddy",1986,700000,748,28.25,16802
Burkina Faso,Sorghum,1986,1050000,748,28.25,7601
Burkina Faso,Soybeans,1986,800000,748,28.25,6793
Burkina Faso,Sweet potatoes,1986,950000,748,28.25,51761
Burkina Faso,Yams,1986,300000,748,28.25,88940
Burkina Faso,Cassava,1987,300000,748,29.09,66785
Burkina Faso,Maize,1987,600000,748,29.09,7408
Burkina Faso,Potatoes,1987,1300000,748,29.09,69947
Burkina Faso,"Rice, paddy",1987,700000,748,29.09,11516
Burkina Faso,Sorghum,1987,1050000,748,29.09,7208
Burkina Faso,Soybeans,1987,800000,748,29.09,5675
Burkina Faso,Sweet potatoes,1987,950000,748,29.09,55963
Burkina Faso,Yams,1987,300000,748,29.09,81327
Burkina Faso,Cassava,1989,300000,748,28.11,29600
Burkina Faso,Maize,1989,600000,748,28.11,11623
Burkina Faso,Potatoes,1989,1300000,748,28.11,64033
Burkina Faso,"Rice, paddy",1989,700000,748,28.11,20541
Burkina Faso,Sorghum,1989,1050000,748,28.11,7276
Burkina Faso,Soybeans,1989,800000,748,28.11,7375
Burkina Faso,Sweet potatoes,1989,950000,748,28.11,50398
Burkina Faso,Yams,1989,300000,748,28.11,73369
Burkina Faso,Cassava,1990,300000,748,28.77,29600
Burkina Faso,Maize,1990,600000,748,28.77,14612
Burkina Faso,Potatoes,1990,1300000,748,28.77,61985
Burkina Faso,"Rice, paddy",1990,700000,748,28.77,20783
Burkina Faso,Sorghum,1990,1050000,748,28.77,5827
Burkina Faso,Soybeans,1990,800000,748,28.77,4667
Burkina Faso,Sweet potatoes,1990,950000,748,28.77,67598
Burkina Faso,Yams,1990,300000,748,28.77,66250
Burkina Faso,Cassava,1991,300000,748,28.4,24558
Burkina Faso,Maize,1991,600000,748,28.4,16868
Burkina Faso,Potatoes,1991,1300000,748,28.4,61898
Burkina Faso,"Rice, paddy",1991,700000,748,28.4,21444
Burkina Faso,Sorghum,1991,1050000,748,28.4,9092
Burkina Faso,Soybeans,1991,800000,748,28.4,5000
Burkina Faso,Sweet potatoes,1991,950000,748,28.4,55862
Burkina Faso,Yams,1991,300000,748,28.4,60833
Burkina Faso,Cassava,1992,300000,748,28.06,21429
Burkina Faso,Maize,1992,600000,748,28.06,15238
Burkina Faso,Potatoes,1992,1300000,748,28.06,60637
Burkina Faso,"Rice, paddy",1992,700000,748,28.06,18831
Burkina Faso,Sorghum,1992,1050000,748,28.06,9437
Burkina Faso,Soybeans,1992,800000,748,28.06,5882
Burkina Faso,Sweet potatoes,1992,950000,748,28.06,56904
Burkina Faso,Yams,1992,300000,748,28.06,11475
Burkina Faso,Cassava,1993,300000,748,28.58,19455
Burkina Faso,Maize,1993,600000,748,28.58,13722
Burkina Faso,Potatoes,1993,1300000,748,28.58,62308
Burkina Faso,"Rice, paddy",1993,700000,748,28.58,21630
Burkina Faso,Sorghum,1993,1050000,748,28.58,11027
Burkina Faso,Soybeans,1993,800000,748,28.58,14628
Burkina Faso,Sweet potatoes,1993,950000,748,28.58,50965
Burkina Faso,Yams,1993,300000,748,28.58,59603
Burkina Faso,Cassava,1994,300000,748,28,20000
Burkina Faso,Maize,1994,600000,748,28,16042
Burkina Faso,Potatoes,1994,1300000,748,28,61538
Burkina Faso,"Rice, paddy",1994,700000,748,28,19582
Burkina Faso,Sorghum,1994,1050000,748,28,7793
Burkina Faso,Soybeans,1994,800000,748,28,9595
Burkina Faso,Sweet potatoes,1994,950000,748,28,55351
Burkina Faso,Yams,1994,300000,748,28,53043
Burkina Faso,Cassava,1995,300000,748,28.46,20000
Burkina Faso,Maize,1995,600000,748,28.46,11441
Burkina Faso,Potatoes,1995,1300000,748,28.46,62500
Burkina Faso,"Rice, paddy",1995,700000,748,28.46,19249
Burkina Faso,Sorghum,1995,1050000,748,28.46,8758
Burkina Faso,Soybeans,1995,800000,748,28.46,27319
Burkina Faso,Sweet potatoes,1995,950000,748,28.46,36755
Burkina Faso,Yams,1995,300000,748,28.46,69212
Burkina Faso,Cassava,1996,300000,748,28.74,20489
Burkina Faso,Maize,1996,600000,748,28.74,15521
Burkina Faso,Potatoes,1996,1300000,748,28.74,28605
Burkina Faso,"Rice, paddy",1996,700000,748,28.74,23883
Burkina Faso,Sorghum,1996,1050000,748,28.74,9095
Burkina Faso,Soybeans,1996,800000,748,28.74,10710
Burkina Faso,Sweet potatoes,1996,950000,748,28.74,62201
Burkina Faso,Yams,1996,300000,748,28.74,73799
Burkina Faso,Cassava,1997,300000,748,28.52,20557
Burkina Faso,Maize,1997,600000,748,28.52,15185
Burkina Faso,Potatoes,1997,1300000,748,28.52,23981
Burkina Faso,"Rice, paddy",1997,700000,748,28.52,15750
Burkina Faso,Sorghum,1997,1050000,748,28.52,6804
Burkina Faso,Soybeans,1997,800000,748,28.52,9514
Burkina Faso,Sweet potatoes,1997,950000,748,28.52,52003
Burkina Faso,Yams,1997,300000,748,28.52,69169
Burkina Faso,Cassava,1998,300000,748,28.95,20706
Burkina Faso,Maize,1998,600000,748,28.95,13919
Burkina Faso,Potatoes,1998,1300000,748,28.95,24321
Burkina Faso,"Rice, paddy",1998,700000,748,28.95,19388
Burkina Faso,Sorghum,1998,1050000,748,28.95,8541
Burkina Faso,Soybeans,1998,800000,748,28.95,10308
Burkina Faso,Sweet potatoes,1998,950000,748,28.95,56110
Burkina Faso,Yams,1998,300000,748,28.95,66929
Burkina Faso,Cassava,1999,300000,748,28.45,20902
Burkina Faso,Maize,1999,600000,748,28.45,16241
Burkina Faso,Potatoes,1999,1300000,748,28.45,22000
Burkina Faso,"Rice, paddy",1999,700000,748,28.45,24824
Burkina Faso,Sorghum,1999,1050000,748,28.45,8857
Burkina Faso,Soybeans,1999,800000,748,28.45,13310
Burkina Faso,Sweet potatoes,1999,950000,748,28.45,84033
Burkina Faso,Yams,1999,300000,748,28.45,65350
Burkina Faso,Cassava,2000,300000,748,28.6,21037
Burkina Faso,Maize,2000,600000,748,28.6,17543
Burkina Faso,Potatoes,2000,1300000,748,28.6,21233
Burkina Faso,"Rice, paddy",2000,700000,748,28.6,25675
Burkina Faso,Sorghum,2000,1050000,748,28.6,8295
Burkina Faso,Soybeans,2000,800000,748,28.6,8519
Burkina Faso,Sweet potatoes,2000,950000,748,28.6,133168
Burkina Faso,Yams,2000,300000,748,28.6,82928
Burkina Faso,Cassava,2001,300000,748,28.77,21388
Burkina Faso,Maize,2001,600000,748,28.77,18115
Burkina Faso,Potatoes,2001,1300000,748,28.77,15852
Burkina Faso,"Rice, paddy",2001,700000,748,28.77,18795
Burkina Faso,Sorghum,2001,1050000,748,28.77,9278
Burkina Faso,Soybeans,2001,800000,748,28.77,13053
Burkina Faso,Sweet potatoes,2001,950000,748,28.77,78415
Burkina Faso,Yams,2001,300000,748,28.77,69481
Burkina Faso,Cassava,2002,300000,748,28.97,21551
Burkina Faso,Maize,2002,600000,748,28.97,17381
Burkina Faso,Potatoes,2002,1300000,748,28.97,20527
Burkina Faso,"Rice, paddy",2002,700000,748,28.97,19010
Burkina Faso,Sorghum,2002,1050000,748,28.97,9252
Burkina Faso,Soybeans,2002,800000,748,28.97,11119
Burkina Faso,Sweet potatoes,2002,950000,748,28.97,61708
Burkina Faso,Yams,2002,300000,748,28.97,83373
Burkina Faso,Cassava,2004,300000,748,28.9,22411
Burkina Faso,Maize,2004,600000,748,28.9,12666
Burkina Faso,Potatoes,2004,1300000,748,28.9,18849
Burkina Faso,"Rice, paddy",2004,700000,748,28.9,15047
Burkina Faso,Sorghum,2004,1050000,748,28.9,9731
Burkina Faso,Soybeans,2004,800000,748,28.9,11545
Burkina Faso,Sweet potatoes,2004,950000,748,28.9,69167
Burkina Faso,Yams,2004,300000,748,28.9,74208
Burkina Faso,Cassava,2005,300000,748,29.18,21952
Burkina Faso,Maize,2005,600000,748,29.18,18058
Burkina Faso,Potatoes,2005,1300000,748,29.18,20000
Burkina Faso,"Rice, paddy",2005,700000,748,29.18,17791
Burkina Faso,Sorghum,2005,1050000,748,29.18,10919
Burkina Faso,Soybeans,2005,800000,748,29.18,17025
Burkina Faso,Sweet potatoes,2005,950000,748,29.18,83331
Burkina Faso,Yams,2005,300000,748,29.18,75306
Burkina Faso,Cassava,2006,300000,748,28.92,21316
Burkina Faso,Maize,2006,600000,748,28.92,19444
Burkina Faso,Potatoes,2006,1300000,748,28.92,20000
Burkina Faso,"Rice, paddy",2006,700000,748,28.92,25724
Burkina Faso,Sorghum,2006,1050000,748,28.92,11393
Burkina Faso,Soybeans,2006,800000,748,28.92,11421
Burkina Faso,Sweet potatoes,2006,950000,748,28.92,125728
Burkina Faso,Yams,2006,300000,748,28.92,85482
Burkina Faso,Cassava,2007,300000,748,28.96,23030
Burkina Faso,Maize,2007,600000,748,28.96,11736
Burkina Faso,Potatoes,2007,1300000,748,28.96,20000
Burkina Faso,"Rice, paddy",2007,700000,748,28.96,17002
Burkina Faso,Sorghum,2007,1050000,748,28.96,9374
Burkina Faso,Soybeans,2007,800000,748,28.96,11250
Burkina Faso,Sweet potatoes,2007,950000,748,28.96,90640
Burkina Faso,Yams,2007,300000,748,28.96,65200
Burkina Faso,Cassava,2008,300000,748,28.4,19060
Burkina Faso,Maize,2008,600000,748,28.4,16662
Burkina Faso,Potatoes,2008,1300000,748,28.4,17954
Burkina Faso,"Rice, paddy",2008,700000,748,28.4,24355
Burkina Faso,Sorghum,2008,1050000,748,28.4,9859
Burkina Faso,Soybeans,2008,800000,748,28.4,27290
Burkina Faso,Sweet potatoes,2008,950000,748,28.4,110907
Burkina Faso,Yams,2008,300000,748,28.4,71895
Burkina Faso,Cassava,2009,300000,748,29.05,17452
Burkina Faso,Maize,2009,600000,748,29.05,15286
Burkina Faso,Potatoes,2009,1300000,748,29.05,18111
Burkina Faso,"Rice, paddy",2009,700000,748,29.05,23154
Burkina Faso,Sorghum,2009,1050000,748,29.05,9204
Burkina Faso,Soybeans,2009,800000,748,29.05,14542
Burkina Faso,Sweet potatoes,2009,950000,748,29.05,126965
Burkina Faso,Yams,2009,300000,748,29.05,94186
Burkina Faso,Cassava,2010,300000,748,29.17,15659
Burkina Faso,Maize,2010,600000,748,29.17,14342
Burkina Faso,Potatoes,2010,1300000,748,29.17,18998
Burkina Faso,"Rice, paddy",2010,700000,748,29.17,20238
Burkina Faso,Sorghum,2010,1050000,748,29.17,10036
Burkina Faso,Soybeans,2010,800000,748,29.17,12562
Burkina Faso,Sweet potatoes,2010,950000,748,29.17,102743
Burkina Faso,Yams,2010,300000,748,29.17,66518
Burkina Faso,Cassava,2011,300000,748,29.03,13548
Burkina Faso,Maize,2011,600000,748,29.03,15356
Burkina Faso,Potatoes,2011,1300000,748,29.03,19159
Burkina Faso,"Rice, paddy",2011,700000,748,29.03,17676
Burkina Faso,Sorghum,2011,1050000,748,29.03,8952
Burkina Faso,Soybeans,2011,800000,748,29.03,8873
Burkina Faso,Sweet potatoes,2011,950000,748,29.03,190326
Burkina Faso,Yams,2011,300000,748,29.03,74827
Burkina Faso,Cassava,2012,300000,748,28.67,13636
Burkina Faso,Maize,2012,600000,748,28.67,18386
Burkina Faso,Potatoes,2012,1300000,748,28.67,19320
Burkina Faso,"Rice, paddy",2012,700000,748,28.67,23336
